Category,State/ UT Name,Apple-Area-2009-10,Apple-Production-2009-10,Apple-Area-2010-11,Apple-Production-2010-11,Apple-Area-2011-12,Apple-Production-2011-12,Apple-Area-2012-13,Apple-Production-2012-13,Apple-Area-2013-14,Apple-Production-2013-14,Apple-Area-2014-15 @,Apple-Production-2014-15 @,Banana-Area-2009-10,Banana-Production-2009-10,Banana-Area-2010-11,Banana-Production-2010-11,Banana-Area-2011-12,Banana-Production-2011-12,Banana-Area-2012-13,Banana-Production-2012-13,Banana-Area-2013-14,Banana-Production-2013-14,Banana-Area-2014-15 @,Banana-Production-2014-15 @,Citrus-Area-2009-10,Citrus-Production-2009-10,Citrus-Area-2010-11,Citrus-Production-2010-11,Citrus-Area-2011-12,Citrus-Production-2011-12,Citrus-Area-2012-13,Citrus-Production-2012-13,Citrus-Area-2013-14,Citrus-Production-2013-14,Citrus-Area-2014-15 @,Citrus-Production-2014-15 @,Grapes-Area-2009-10,Grapes-Production-2009-10,Grapes-Area-2010-11,Grapes-Production-2010-11,Grapes-Area-2011-12,Grapes-Production-2011-12,Grapes-Area-2012-13,Grapes-Production-2012-13,Grapes-Area-2013-14,Grapes-Production-2013-14,Grapes-Area-2014-15 @,Grapes-Production-2014-15 @,Guava-Area-2009-10,Guava-Production-2009-10,Guava-Area-2010-11,Guava-Production-2010-11,Guava-Area-2011-12,Guava-Production-2011-12,Guava-Area-2012-13,Guava-Production-2012-13,Guava-Area-2013-14,Guava-Production-2013-14,Guava-Area-2014-15 @,Guava-Production-2014-15 @,Litchi-Area-2009-10,Litchi-Production-2009-10,Litchi-Area-2010-11,Litchi-Production-2010-11,Litchi-Area-2011-12,Litchi-Production-2011-12,Litchi-Area-2012-13,Litchi-Production-2012-13,Litchi-Area-2013-14,Litchi-Production-2013-14,Litchi-Area-2014-15 @,Litchi-Production-2014-15 @,Mango-Area-2009-10,Mango-Production-2009-10,Mango-Area-2010-11,Mango-Production-2010-11,Mango-Area-2011-12,Mango-Production-2011-12,Mango-Area-2012-13,Mango-Production-2012-13,Mango-Area-2013-14,Mango-Production-2013-14,Mango-Area-2014-15 @,Mango-Production-2014-15 @,Papaya-Area-2009-10,Papaya-Production-2009-10,Papaya-Area-2010-11,Papaya-Production-2010-11,Papaya-Area-2011-12,Papaya-Production-2011-12,Papaya-Area-2012-13,Papaya-Production-2012-13,Papaya-Area-2013-14,Papaya-Production-2013-14,Papaya-Area-2014-15 @,Papaya-Production-2014-15 @,Pineapple-Area-2009-10,Pineapple-Production-2009-10,Pineapple-Area-2010-11,Pineapple-Production-2010-11,Pineapple-Area-2011-12,Pineapple-Production-2011-12,Pineapple-Area-2012-13,Pineapple-Production-2012-13,Pineapple-Area-2013-14,Pineapple-Production-2013-14,Pineapple-Area-2014-15 @,Pineapple-Production-2014-15 @,Pomegranate-Area-2009-10,Pomegranate-Production-2009-10,Pomegranate-Area-2010-11,Pomegranate-Production-2010-11,Pomegranate-Area-2011-12,Pomegranate-Production-2011-12,Pomegranate-Area-2012-13,Pomegranate-Production-2012-13,Pomegranate-Area-2013-14,Pomegranate-Production-2013-14,Pomegranate-Area-2014-15 @,Pomegranate-Production-2014-15 @,Sapota-Area-2009-10,Sapota-Production-2009-10,Sapota-Area-2010-11,Sapota-Production-2010-11,Sapota-Area-2011-12,Sapota-Production-2011-12,Sapota-Area-2012-13,Sapota-Production-2012-13,Sapota-Area-2013-14,Sapota-Production-2013-14,Sapota-Area-2014-15 @,Sapota-Production-2014-15 @,Others-Area-2009-10,Others-Production-2009-10,Others-Area-2010-11,Others-Production-2010-11,Others-Area-2011-12,Others-Production-2011-12,Others-Area-2012-13,Others-Production-2012-13,Others-Area-2013-14,Others-Production-2013-14,Others-Area-2014-15 @,Others-Production-2014-15 @,Total-Area-2009-10,Total-Production-2009-10,Total-Area-2010-11,Total-Production-2010-11,Total-Area-2011-12,Total-Production-2011-12,Total-Area-2012-13,Total-Production-2012-13,Total-Area-2013-14,Total-Production-2013-14,Total-Area-2014-15 @,Total-Production-2014-15 @
State,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,5200,82,4303,82,4315,82,3600,83,4830.6,69.8,3789,287.6,1725.1,278,1410,285,1258,277,861,275,1761,108.9,904.8,82,440,86,774,92,1810,90,2050,90,2160,92.7,2685.5,33.5,258,36,311,37,322,39,305,40,324,11.5,192.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.5,597,477,331,482,503,482,633,485,1212.5,156.7,876.9,NA,NA,9,319,9,327,10,363,11,500.5,5.2,227.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,555.5,82,492,82,478,78,408,90,945,142.2,1625.9,69.1,298,70,322,73,298,73,365,73,474.5,16,137.3,410.1,1323,NA,NA,418,1217,418,1200,418,1249.8,42.5,101.1,1540.7,10396.6,1120,8262,1560,10528,1549,9785,1565,13457.9,645.5,10540.2
State,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,33.7,33.7,34.9,6.3,81.9,6.6,88.2,6.7,90.5,7,96.4,6,46.7,6.2,48,9.7,53.4,10.7,72.8,11,93.9,11.4,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,103.5,12.2,104.4,12.8,116.6,13.1,124.1,13.7,136.3,14.3,142.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,98,NA,NA,20.9,144,21.6,155.5,22.7,195.1,23,197.5,38.5,281.9,52.1,187.3,49.7,395.9,51.9,440.6,54.1,515.7,55.6,533.6
State,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,82.8,5.8,67.3,6.8,82.4,7,84,7,86.4,7.1,88.7,10.1,43.1,9.5,38.9,9.7,43,10,44.1,11.5,49.6,12,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,5.6,0.8,6.8,0.7,5,0.7,5.5,0.8,6,0.8,6.5,10.8,106.8,9.7,86,10.6,112.9,10.8,109.4,11.3,117.8,11.6,124.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,56.5,NA,NA,4.5,57.1,4.6,73.6,4.7,88.2,4.8,104.6,33,294.8,25.8,199,32.3,300.4,33.2,316.6,35.3,348,36.3,377.2
State,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,207.7,10,118.6,10.1,119.1,10.5,127.5,10.8,140.9,10.9,141,10.6,64.7,11.3,43.9,16.5,57.1,20.5,60.7,25.1,77.7,26,78.9,1.2,18.4,1.6,20.4,1.9,24.3,2.4,20.8,2.5,23.9,2.5,22.6,NA,NA,0.4,2.3,0.4,2.4,0.4,2.5,0.4,2.5,0.4,2.6,NA,NA,0.4,1.6,0.4,1.7,0.4,1.7,0.4,1.7,0.5,1.9,NA,NA,0.7,2.9,0.7,3.1,0.8,3.5,0.8,3.7,0.9,4.2,0.8,20.3,0.8,6.8,0.9,18.2,1,23.1,1.1,24.6,1.3,26.5,0.4,6.3,1.5,13.6,2.7,19.7,3,22,4.1,30.1,4.9,32.9,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,NA,NA,3.4,17,NA,NA,0,0,0,0,0,0,5.4,10.9,NA,NA,10.1,30.2,10.7,31.2,12.4,38.7,13,40.5,27.1,328.3,30.1,227.1,43.7,275.9,49.7,293,57.6,343.9,60.3,350.9
State,Nagaland,NA,NA,0,0.1,0,0,0,0.6,0.2,1.9,0.2,1.9,6.3,62.7,2.7,59,9.1,166.4,7,80,7.3,109.8,7.3,109.8,5.4,43.7,5.7,17,9.7,82,7.3,62,8.6,74.4,7.9,69.3,0.2,0.1,0.2,0.1,NA,NA,0.2,0.1,0.2,1.1,0.2,1.1,0.3,1.5,0.3,1.4,NA,NA,0.4,2,0.5,4.2,0.5,4.2,0.2,0.2,0.2,0.2,NA,NA,0.3,2,0.5,3.2,0.5,3.2,0.3,0.4,0.3,0.4,NA,NA,0.4,3,0.5,3.6,0.5,3.6,0.8,6.8,0.7,5.6,NA,NA,1.2,7.5,1.4,16.3,1.4,16.3,8,80.1,3.7,57.5,8.9,100.6,9,85,9.5,142.5,9.5,142.5,0.1,0.3,0.1,0.3,NA,NA,0.1,0.4,0.1,0.7,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,9.3,27.9,NA,NA,6.1,18.7,11.3,33.3,11.8,53.3,12.5,58.4,30.9,223.7,13.9,141.6,33.8,367.7,37.1,276,40.6,411,40.6,411
State,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,400.4,26.9,488.7,27.5,506.2,27.5,521.3,25.1,476.6,24.8,469.3,27.4,258.8,27.5,265.4,27.8,269,27.8,270.7,27.5,268,27.5,268.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,100,14.2,102.1,14.3,103.4,14.2,103.7,14.2,103.6,14.2,103.7,4.3,17.1,4.4,19.2,4.5,20.1,4.5,20.3,4.5,20.3,4.5,20.3,177.6,577.5,190.1,642,197.2,715.2,197.5,753.8,197.5,751,197.7,769.9,2.1,45.7,3.6,77.6,3.7,81.5,3.7,82,3.3,72.2,3,69.9,0.7,8.4,0.8,10.5,0.8,10.6,0.9,11,0.8,10.4,0.9,11.6,0.2,0.8,0.2,0.9,0.2,0.9,0.2,0.9,0.2,0.9,0.2,0.9,3.3,16.6,NA,NA,3.4,15.9,3.4,15.9,3.4,15.6,3.4,15.7,47.6,419.8,NA,NA,49.7,431.5,49.7,430.9,49.4,429.7,51.1,426.9,302,1845.1,267.7,1606.4,329.1,2154.3,329.4,2210.4,325.9,2148.3,327.3,2156.8
State,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,5.8,0.2,10.2,0.2,11.6,0.2,9.8,0.2,9.3,0.2,9.4,42.4,905.1,44.7,900.5,46.3,942.8,49.2,1015.6,50.4,1044.2,52.1,1235.5,0.5,15.5,0.5,12.9,0.4,12.5,0.4,12.5,0.4,12,0.4,12.1,8,169.3,7.8,171,7.9,173.8,8.1,177.6,8.2,180.8,8.3,183.4,1.6,22.4,1.6,23.9,1.7,24.5,1.8,26.5,1.8,28,1.9,29.4,6.4,93.5,6.5,103,6.6,104,6.7,105.9,6.7,107.6,6.9,110.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,153.4,NA,NA,8.4,150.5,8.6,154.6,8.8,159.4,8.9,162.9,67.5,1365,61.3,1221.5,71.5,1419.7,74.9,1502.5,76.6,1541.2,78.7,1743
State,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.1,0.8,0.1,0.8,0,0.9,0,0.6,0,0,18.6,312.7,20.6,322.8,20.8,330.5,24.7,455.6,24.1,433.2,25.7,495.6,NA,NA,NA,NA,NA,0.2,0,0.3,0,0.1,0,0.1,2.1,37.5,3.1,39.5,3,23,5.4,74.8,2.5,24.6,2.5,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,93,6.3,93.5,6.2,90,5,70.2,5.6,79.9,5.5,78.4,0.4,13.2,0.8,13.3,0.8,9.1,0.9,16,0.6,10.5,0.5,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,4.8,0.8,5.5,0.8,4.7,1,5.5,0.9,5.6,1.3,6.1,NA,0.1,0,0.1,NA,0.1,0,0.1,0,0,0,0,4.3,214.4,NA,NA,17.1,155.7,9.4,93.5,3.7,27.2,3.7,25.9,32.1,676.5,31.7,475.5,48.8,614.1,46.5,716.8,37.4,581.8,39.3,637
State,Sikkim,NA,NA,0,0.1,0,0.1,0.1,0,0,0,0,0,1.6,3.2,1.7,3.4,1.5,3.7,1.6,3.9,1.6,3.9,1.7,3.3,7.9,13.1,8.3,14.4,8.5,15.9,9.5,16.9,10.3,16.9,11.6,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,1,0.1,1.1,0.1,1.1,0.1,1.1,0.1,1.2,0.1,0.2,NA,0.2,0,0.3,NA,0.3,0,0.3,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.6,0.7,0.6,0.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,NA,NA,1.9,2.4,2,2.6,2,2.6,1.8,2,12.1,18.4,11.2,18,13.4,22.4,14.7,24,16,24,17.4,19.7
State,Tamil Nadu,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,113.7,4980.9,125.4,8253,130.4,6736.4,111.4,5136.2,118,5650,81.3,3381.7,17.9,53.6,11.1,31.3,11.8,44.6,10.8,36.1,11.4,39.7,13.4,39.4,2.6,44.1,2.7,53,2.9,55.1,2.7,43.4,2.8,47.7,2.5,33.1,7,92.5,7.6,100.8,7.9,97.8,8.3,46.1,8.8,50.8,9.8,46.1,NA,0.2,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,132.7,636.3,148,823.7,151.9,889.6,152.4,714.1,161.6,785.5,168.2,992.5,0.4,73.9,0.6,105,0.7,109.2,1,184.2,1,202.7,1.4,315.4,0.5,25,0.6,25.1,0.7,26.1,0.7,20.8,0.7,22.9,0.9,35.4,0.4,17.5,0.5,12.7,0.5,13.2,0.4,11.9,0.4,13.1,0.4,12.1,6.9,173.5,9,242.3,8.8,244.4,7.6,240.4,8.1,264.4,7.2,241.9,9.4,281.4,NA,NA,16.6,318.5,14.8,266.6,15.7,293.1,13.3,300.7,291.5,6378.9,305.5,9647.1,332.2,8534.9,309.9,6699.9,328.5,7369.9,298.3,5398.2
State,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,301.5,8.6,261,NA,NA,NA,NA,NA,NA,NA,NA,144.8,1987.9,151,3081.7,NA,NA,NA,NA,NA,NA,NA,NA,1.2,25.8,1.3,30.9,NA,NA,NA,NA,NA,NA,NA,NA,6,90,6.1,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.9,1717.9,187.1,1674.6,NA,NA,NA,NA,NA,NA,NA,NA,2.7,212.9,7.5,218.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,26,10.4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,1.5,14.9,6.1,15.4,NA,NA,NA,NA,NA,NA,NA,NA,7.1,64.2,7.1,91.9,NA,NA,NA,NA,NA,NA,NA,NA,364.5,4441,385.4,5499
State,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,105.6,7.8,125,12.9,125,13.6,133.7,13.6,134.3,14,137.7,5.3,33.9,6.1,39.1,8.1,39.1,9.5,47.2,12.2,58,13.5,63.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.7,0.4,2,0.4,2,0.5,2.7,1,5.2,1.2,6.3,2.8,17,2.9,16.6,3.2,16.6,3.5,18,3.9,20.2,4,20.3,4.3,13.2,5.4,23.9,7.4,23.9,8.4,28.9,10.6,56.3,11.2,59.6,1.3,18.5,1.5,22.6,2.6,22.6,2.7,27.1,3.4,33.8,3.7,36.9,6.8,117.5,6.8,153.3,11.8,153.7,11.8,165,11.6,162.3,12,167.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.1,0.1,1,0.1,1,0.1,1.3,0.2,1.6,0.2,1.6,8.6,265.3,NA,NA,8.3,260.6,10,274.1,11.9,314.7,12.2,312.6,37.1,573.8,31,383.5,54.8,644.5,60.1,697.9,68.4,786.4,71.9,805.8
State,Uttarakhand,32.4,114,33,135.9,33.7,122.7,33.8,123.2,30,77.4,33.9,92.3,NA,NA,NA,NA,9,32.3,NA,NA,NA,NA,NA,NA,26.7,126.6,27.4,134.5,28,138.5,28,139,21,91.4,28.2,136.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,8.9,1.8,11.3,1.8,11.4,2,12,1.9,11.7,9.1,15.7,9.3,18.7,9.5,19,9.5,19.2,9.4,30.7,9.6,19.2,38.4,120.8,39,135.3,39.8,147.8,39.9,148.6,37,150.4,40.2,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3,346.6,NA,NA,78.9,330.6,88,364.3,72.2,316.6,88.5,354,193.9,723.7,110.2,433.3,200.7,802.2,200.9,805.7,171.6,678.5,202.3,762
State,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,1138.6,32.4,1346.1,32.4,1346.1,2.4,111.3,37.3,1599,42.2,1970.1,0.5,1.3,0.5,1.3,0.5,1.3,0.6,1.6,0.6,1.6,3.7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,486.7,14.6,241.4,14.4,251.5,15.3,291.4,45,605,45,831.6,0.3,1.3,0.3,1.1,0.3,1.4,0.3,1.6,0.4,2,4.5,40.6,276.4,3588,267.2,3623.2,258.3,3840.8,274,4387,262.2,4301,280.7,4531.6,0.2,11.8,0.2,11.4,0.2,11.9,0.2,12.9,0.2,9.6,0.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,152.4,NA,NA,30.9,342.2,33.4,370.4,33.4,369.2,86.7,1254.5,356.5,5380.1,315.2,5224.5,337,5795.2,326.2,5176.1,379,6887.5,463,8652.2
State,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,982.2,42,1010.1,43.7,1054,44.7,1077.8,45.5,1097.5,46.6,1124,11.3,100.9,11.3,101.8,11.5,107.2,11.7,108.4,11.9,111,12.2,113.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,175.7,13.6,178.8,14.1,179.8,14.2,184,14.4,186,14.7,190.6,8.4,82.4,8.6,85.1,8.9,85.3,9.2,90,9.3,93.9,9.4,76.7,88.1,578,89.5,620.2,90.9,661.5,92.5,735,93.5,430.7,95.4,799.7,11.1,321.8,11.1,324.2,11.2,327.8,11.3,331,11.4,335,11.8,345.5,9.6,293.8,9.9,303.7,10.1,309.9,10.5,310,10.7,316,10.8,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,43.4,4,43.6,4.1,43.6,4.2,44.8,4.2,45.4,4.3,46.1,21.4,282.8,NA,NA,22,286.3,22.4,290.5,22.7,294.2,23,297.5,208.3,2861,190,2667.5,216.5,3055.4,220.6,3171.5,223.5,2909.7,228.3,3313.7
Union Territory,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,14.9,1.6,16.9,1.7,18.5,1.7,18.4,1.8,14,1.8,16,0.3,1.3,0.3,1.3,0.3,1.4,0.3,1.3,0.4,2.3,0.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,NA,0.4,0.1,0.4,0.1,0.2,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2.6,0.3,2.2,0.3,2.8,0.3,2.8,0.4,3.9,0.4,2.9,0.3,2.1,0.3,2.2,0.3,2.4,0.3,2.4,0.3,2.7,0.3,3.5,0.2,0.6,0.2,0.7,0.2,0.7,0.2,0.7,0.1,2.3,0.1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.2,2.9,0.2,3,0.2,3.1,0.2,3.1,0.3,3.3,0.3,2.3,0.3,2.4,NA,NA,0.2,1.3,0.2,1.6,0.2,1,0.2,2.2,3.1,26.8,2.9,26.7,3.2,30.6,3.2,30.7,3.6,29.7,3.7,31.6
Union Territory,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,0,0,0,0,0.1,0.7,0,0.9,0,0,0,0,NA,NA,0,0
Union Territory,Dadra & Nagar Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,6,NA,NA,NA,NA,0,0,0,0,0,0,1.8,19.7,0,0,0,0,0,0,0,0,0,0
Union Territory,Daman & Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Union Territory,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0,0.3,NA,0.3,0,0,0,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0,0,0,0,0,0,0,0.7,0,0.7,0,1,0,0,0,0,0.1,0.6
Union Territory,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.1,0.3,0.1,0.3,0.4,0.3,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0.1,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.4,1.2,NA,NA,NA,0.1,0,0.2,0,0.1,0.1,0.1,0.4,1.2,0,0,0.2,0.4,0.2,0.6,0.2,0.5,0.4,0.4
Union Territory,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,17.1,0.4,10.3,0.3,6.7,0.1,4.8,0.3,8.8,0.3,10.1,NA,0.2,0,0.1,NA,0.1,0,0.1,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2.6,0,0.8,0.1,0.2,0.1,0.5,0.1,0.6,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6.8,0.1,1.6,0.1,1.8,0.2,3.4,0.2,2.6,0.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.6,0,0.2,0,0.3,0,0.3,0,0.3,0.1,0.3,0.1,0.6,NA,NA,NA,0.2,0,0.5,0.1,0.3,0,0.8,1.2,27.9,0.5,13,0.5,9.3,0.5,9.6,0.6,12.6,0.7,15.9
Total (All India),All India,282.9,1777.1,289,2890.6,321.8,2203.3,311.5,1915.4,313,2497.7,319.8,1921.7,770.4,26469.4,830.6,29780.2,796.4,28455.1,776,26508.7,802.6,29724.5,845.1,28137,987.6,9637.8,846.6,7463.7,915.1,7922.1,1042.5,10088.8,1077.7,11147.1,922.9,11741.5,106.3,880.7,111.5,1234.8,116.1,2220.9,117.7,2483.1,118.7,2585.3,122,3205.3,219.6,2571,204.7,2462.3,219.9,2510.4,235.6,3198.3,268.2,3667.9,248.4,3919.4,74.3,483.3,77.6,497.2,80.4,538.2,82.7,580.1,84.2,585.3,90.1,569.1,2312.3,15026.8,2296.9,15188.6,2378.2,16196.6,2500,18002.4,2516,18431.3,2218.2,18832.4,95.6,3913.6,105.5,4195.5,117.5,4457.1,132.2,5381.8,133.4,5639.3,121.7,4681.6,91.7,1386.9,88.7,1415.6,102.4,1500.2,105.2,1570.7,109.9,1736.7,113.8,1912.7,125,820.3,107.3,743,112.1,772.4,113.2,744.9,130.8,1345.7,194.2,2094.8,158.9,1346.6,160.1,1424.2,163.4,1425.9,163.9,1495,177,1744.3,110.6,1290.4,1104.7,7201.1,1265,7583,1381.2,8222.5,1401.5,9315.9,1484.9,9871.9,935.5,7977,6329.3,71514.5,6383.5,74878.7,6704.6,76424.6,6982.8,81285,7216.3,88977.1,6242.3,86283
